Locus ID:YP_0969	KL Distance:0.690
Locus ID:YP_3934	KL Distance:0.284
Locus ID:YP_0351	KL Distance:0.284
Locus ID:YP_1525	KL Distance:0.283
Locus ID:YP_2872	KL Distance:0.283
Locus ID:YP_0027	KL Distance:0.283
Locus ID:YP_3381	KL Distance:0.283
Locus ID:YP_0217	KL Distance:0.283
Locus ID:YP_1677	KL Distance:0.283
Locus ID:YP_3688	KL Distance:0.283
Locus ID:YP_1210	KL Distance:0.282
Locus ID:YP_2628	KL Distance:0.282
Locus ID:YP_1544	KL Distance:0.282
Locus ID:YP_3433	KL Distance:0.282
Locus ID:YP_1036	KL Distance:0.282
Locus ID:YP_1254	KL Distance:0.282
Locus ID:YP_0910	KL Distance:0.282
Locus ID:YP_1369	KL Distance:0.282
Locus ID:YP_3719	KL Distance:0.282
Locus ID:YP_0657	KL Distance:0.281
Locus ID:YP_2747	KL Distance:0.281
Locus ID:YP_3198	KL Distance:0.281
Locus ID:YP_0224	KL Distance:0.281
Locus ID:YP_0209	KL Distance:0.281
Locus ID:YP_1719	KL Distance:0.281
Locus ID:YP_2044	KL Distance:0.281
Locus ID:YP_2785	KL Distance:0.281
Locus ID:YP_3927	KL Distance:0.281
Locus ID:YP_0430	KL Distance:0.281
Locus ID:YP_0934	KL Distance:0.281
Locus ID:YP_2170	KL Distance:0.280
Locus ID:YP_1409	KL Distance:0.280
Locus ID:YP_0231	KL Distance:0.280
Locus ID:YP_1841	KL Distance:0.280
Locus ID:YP_0235	KL Distance:0.280
Locus ID:YP_1296	KL Distance:0.280
Locus ID:YP_0155	KL Distance:0.279
Locus ID:YP_3002	KL Distance:0.279
Locus ID:YP_1494	KL Distance:0.279
Locus ID:YP_2136	KL Distance:0.279
Locus ID:YP_0295	KL Distance:0.279
Locus ID:YP_3220	KL Distance:0.279
Locus ID:YP_3887	KL Distance:0.279
Locus ID:YP_0091	KL Distance:0.279
Locus ID:YP_0677	KL Distance:0.278
Locus ID:YP_0412	KL Distance:0.278
Locus ID:YP_3816	KL Distance:0.278
Locus ID:YP_1399	KL Distance:0.278
Locus ID:YP_0512	KL Distance:0.278
Locus ID:YP_0962	KL Distance:0.278
Locus ID:YP_1575	KL Distance:0.277
Locus ID:YP_1014	KL Distance:0.277
Locus ID:YP_0888	KL Distance:0.277
Locus ID:YP_1985	KL Distance:0.277
Locus ID:YP_3094	KL Distance:0.277
Locus ID:YP_1247	KL Distance:0.277
Locus ID:YP_3159	KL Distance:0.277
Locus ID:YP_0533	KL Distance:0.277
Locus ID:YP_1615	KL Distance:0.277
Locus ID:YP_0380	KL Distance:0.277
Locus ID:YP_0597	KL Distance:0.276
Locus ID:YP_1122	KL Distance:0.276
Locus ID:YP_3563	KL Distance:0.276
Locus ID:YP_1078	KL Distance:0.276
Locus ID:YP_0619	KL Distance:0.276
Locus ID:YP_0229	KL Distance:0.275
Locus ID:YP_3582	KL Distance:0.275
Locus ID:YP_1573	KL Distance:0.275
Locus ID:YP_3169	KL Distance:0.275
Locus ID:YP_1560	KL Distance:0.275
Locus ID:YP_1462	KL Distance:0.275
Locus ID:YP_3406	KL Distance:0.275
Locus ID:YP_3153	KL Distance:0.275
Locus ID:YP_3862	KL Distance:0.274
Locus ID:YP_0667	KL Distance:0.274
Locus ID:YP_0222	KL Distance:0.274
Locus ID:YP_2319	KL Distance:0.274
Locus ID:YP_3472	KL Distance:0.274
Locus ID:YP_3458	KL Distance:0.274
Locus ID:YP_0244	KL Distance:0.274
Locus ID:YP_2132	KL Distance:0.274
Locus ID:YP_2486	KL Distance:0.274
Locus ID:YP_2932	KL Distance:0.274
Locus ID:YP_1132	KL Distance:0.274
Locus ID:YP_0355	KL Distance:0.273
Locus ID:YP_0180	KL Distance:0.273
Locus ID:YP_1665	KL Distance:0.273
Locus ID:YP_3338	KL Distance:0.273
Locus ID:YP_2843	KL Distance:0.273
Locus ID:YP_3291	KL Distance:0.273
Locus ID:YP_2490	KL Distance:0.273
Locus ID:YP_2895	KL Distance:0.273
Locus ID:YP_2394	KL Distance:0.272
Locus ID:YP_0768	KL Distance:0.272
Locus ID:YP_1047	KL Distance:0.272
Locus ID:YP_0569	KL Distance:0.271
Locus ID:YP_2887	KL Distance:0.271
Locus ID:YP_1779	KL Distance:0.271
Locus ID:YP_1887	KL Distance:0.271
Locus ID:YP_2371	KL Distance:0.270
Locus ID:YP_2565	KL Distance:0.270
Locus ID:YP_2550	KL Distance:0.270
Locus ID:YP_0916	KL Distance:0.270
Locus ID:YP_2254	KL Distance:0.270
Locus ID:YP_3161	KL Distance:0.270
Locus ID:YP_1019	KL Distance:0.270
Locus ID:YP_1228	KL Distance:0.270
Locus ID:YP_0266	KL Distance:0.270
Locus ID:YP_2924	KL Distance:0.270
Locus ID:YP_0738	KL Distance:0.269
Locus ID:YP_3031	KL Distance:0.269
Locus ID:YP_1940	KL Distance:0.269
Locus ID:YP_2888	KL Distance:0.268
Locus ID:YP_1681	KL Distance:0.268
Locus ID:YP_0829	KL Distance:0.268
Locus ID:YP_0043	KL Distance:0.268
Locus ID:YP_3436	KL Distance:0.268
Locus ID:YP_2353	KL Distance:0.268
Locus ID:YP_3906	KL Distance:0.268
Locus ID:YP_2322	KL Distance:0.268
Locus ID:YP_0804	KL Distance:0.268
Locus ID:YP_3110	KL Distance:0.268
Locus ID:YP_1902	KL Distance:0.268
Locus ID:YP_1478	KL Distance:0.268
Locus ID:YP_0363	KL Distance:0.268
Locus ID:YP_1654	KL Distance:0.268
Locus ID:YP_0190	KL Distance:0.268
Locus ID:YP_3432	KL Distance:0.268
Locus ID:YP_3454	KL Distance:0.267
Locus ID:YP_1619	KL Distance:0.267
Locus ID:YP_2910	KL Distance:0.267
Locus ID:YP_1359	KL Distance:0.267
Locus ID:YP_3464	KL Distance:0.267
Locus ID:YP_3562	KL Distance:0.267
Locus ID:YP_3484	KL Distance:0.267
Locus ID:YP_2023	KL Distance:0.267
Locus ID:YP_0605	KL Distance:0.266
Locus ID:YP_0416	KL Distance:0.266
Locus ID:YP_2103	KL Distance:0.266
Locus ID:YP_2599	KL Distance:0.266
Locus ID:YP_0870	KL Distance:0.266
Locus ID:YP_3844	KL Distance:0.266
Locus ID:YP_1330	KL Distance:0.266
Locus ID:YP_0642	KL Distance:0.266
Locus ID:YP_2138	KL Distance:0.265
Locus ID:YP_2214	KL Distance:0.265
Locus ID:YP_1376	KL Distance:0.265
Locus ID:YP_1040	KL Distance:0.265
Locus ID:YP_0865	KL Distance:0.265
Locus ID:YP_1911	KL Distance:0.265
Locus ID:YP_2892	KL Distance:0.265
Locus ID:YP_0132	KL Distance:0.265
Locus ID:YP_0756	KL Distance:0.265
Locus ID:YP_3519	KL Distance:0.265
Locus ID:YP_0673	KL Distance:0.264
Locus ID:YP_2564	KL Distance:0.264
Locus ID:YP_2594	KL Distance:0.264
Locus ID:YP_0791	KL Distance:0.264
Locus ID:YP_2452	KL Distance:0.264
Locus ID:YP_2951	KL Distance:0.264
Locus ID:YP_2941	KL Distance:0.263
Locus ID:YP_2072	KL Distance:0.263
Locus ID:YP_0777	KL Distance:0.263
Locus ID:YP_0900	KL Distance:0.263
Locus ID:YP_3713	KL Distance:0.263
Locus ID:YP_2381	KL Distance:0.263
Locus ID:YP_1477	KL Distance:0.263
Locus ID:YP_3564	KL Distance:0.263
Locus ID:YP_0997	KL Distance:0.263
Locus ID:YP_1777	KL Distance:0.263
Locus ID:YP_1386	KL Distance:0.263
Locus ID:YP_2562	KL Distance:0.263
Locus ID:YP_3972	KL Distance:0.263
Locus ID:YP_0905	KL Distance:0.263
Locus ID:YP_1783	KL Distance:0.262
Locus ID:YP_3780	KL Distance:0.262
Locus ID:YP_1126	KL Distance:0.262
Locus ID:YP_0830	KL Distance:0.262
Locus ID:YP_0465	KL Distance:0.262
Locus ID:YP_2332	KL Distance:0.261
Locus ID:YP_1124	KL Distance:0.261
Locus ID:YP_3903	KL Distance:0.261
Locus ID:YP_0500	KL Distance:0.261
Locus ID:YP_0021	KL Distance:0.261
Locus ID:YP_2717	KL Distance:0.261
Locus ID:YP_1502	KL Distance:0.261
Locus ID:YP_3660	KL Distance:0.260
Locus ID:YP_1608	KL Distance:0.260
Locus ID:YP_1016	KL Distance:0.260
Locus ID:YP_2498	KL Distance:0.260
Locus ID:YP_2404	KL Distance:0.260
Locus ID:YP_1988	KL Distance:0.260
Locus ID:YP_0120	KL Distance:0.260
Locus ID:YP_0592	KL Distance:0.260
Locus ID:YP_3064	KL Distance:0.260
Locus ID:YP_3119	KL Distance:0.260
Locus ID:YP_3409	KL Distance:0.260
Locus ID:YP_3959	KL Distance:0.260
Locus ID:YP_4000	KL Distance:0.260
Locus ID:YP_2212	KL Distance:0.260
Locus ID:YP_3778	KL Distance:0.260
Locus ID:YP_3750	KL Distance:0.260
Locus ID:YP_1607	KL Distance:0.259
Locus ID:YP_1541	KL Distance:0.259
Locus ID:YP_3471	KL Distance:0.259
Locus ID:YP_0205	KL Distance:0.259
Locus ID:YP_3753	KL Distance:0.259
Locus ID:YP_0371	KL Distance:0.259
Locus ID:YP_1526	KL Distance:0.259
Locus ID:YP_0206	KL Distance:0.259
Locus ID:YP_0219	KL Distance:0.259
Locus ID:YP_1118	KL Distance:0.259
Locus ID:YP_0593	KL Distance:0.259
Locus ID:YP_3312	KL Distance:0.259
Locus ID:YP_2836	KL Distance:0.259
Locus ID:YP_3708	KL Distance:0.258
Locus ID:YP_0200	KL Distance:0.258
Locus ID:YP_3580	KL Distance:0.258
Locus ID:YP_2266	KL Distance:0.258
Locus ID:YP_4032	KL Distance:0.258
Locus ID:YP_3779	KL Distance:0.258
Locus ID:YP_2357	KL Distance:0.258
Locus ID:YP_3945	KL Distance:0.258
Locus ID:YP_0864	KL Distance:0.258
Locus ID:YP_1655	KL Distance:0.258
Locus ID:YP_1362	KL Distance:0.258
Locus ID:YP_0415	KL Distance:0.257
Locus ID:YP_1213	KL Distance:0.257
Locus ID:YP_1064	KL Distance:0.257
Locus ID:YP_3066	KL Distance:0.257
Locus ID:YP_1403	KL Distance:0.257
Locus ID:YP_3115	KL Distance:0.257
Locus ID:YP_1479	KL Distance:0.257
Locus ID:YP_0863	KL Distance:0.257
Locus ID:YP_0435	KL Distance:0.257
Locus ID:YP_3619	KL Distance:0.257
Locus ID:YP_3230	KL Distance:0.257
Locus ID:YP_2068	KL Distance:0.256
Locus ID:YP_2880	KL Distance:0.256
Locus ID:YP_0134	KL Distance:0.256
Locus ID:YP_3918	KL Distance:0.256
Locus ID:YP_3326	KL Distance:0.256
Locus ID:YP_0746	KL Distance:0.256
Locus ID:YP_0814	KL Distance:0.256
Locus ID:YP_1194	KL Distance:0.256
Locus ID:YP_1581	KL Distance:0.255
Locus ID:YP_3058	KL Distance:0.255
Locus ID:YP_2559	KL Distance:0.255
Locus ID:YP_1463	KL Distance:0.255
Locus ID:YP_0427	KL Distance:0.254
Locus ID:YP_1637	KL Distance:0.254
Locus ID:YP_3308	KL Distance:0.254
Locus ID:YP_3893	KL Distance:0.254
Locus ID:YP_3694	KL Distance:0.254
Locus ID:YP_1672	KL Distance:0.253
Locus ID:YP_0480	KL Distance:0.253
Locus ID:YP_1971	KL Distance:0.253
Locus ID:YP_0779	KL Distance:0.253
Locus ID:YP_2169	KL Distance:0.253
Locus ID:YP_3976	KL Distance:0.253
Locus ID:YP_0587	KL Distance:0.253
Locus ID:YP_2220	KL Distance:0.253
Locus ID:YP_2201	KL Distance:0.253
Locus ID:YP_3676	KL Distance:0.253
Locus ID:YP_3717	KL Distance:0.253
Locus ID:YP_1512	KL Distance:0.252
Locus ID:YP_2222	KL Distance:0.252
Locus ID:YP_1834	KL Distance:0.252
Locus ID:YP_3434	KL Distance:0.252
Locus ID:YP_2175	KL Distance:0.252
Locus ID:YP_2162	KL Distance:0.252
Locus ID:YP_3313	KL Distance:0.252
Locus ID:YP_0979	KL Distance:0.252
Locus ID:YP_1389	KL Distance:0.252
Locus ID:YP_0544	KL Distance:0.252
Locus ID:YP_2979	KL Distance:0.251
Locus ID:YP_1543	KL Distance:0.251
Locus ID:YP_1944	KL Distance:0.251
Locus ID:YP_2723	KL Distance:0.251
Locus ID:YP_2777	KL Distance:0.251
Locus ID:YP_0682	KL Distance:0.251
Locus ID:YP_3286	KL Distance:0.251
Locus ID:YP_2314	KL Distance:0.251
Locus ID:YP_3774	KL Distance:0.250
Locus ID:YP_1995	KL Distance:0.250
Locus ID:YP_2538	KL Distance:0.250
Locus ID:YP_1967	KL Distance:0.250
Locus ID:YP_3143	KL Distance:0.250
Locus ID:YP_3025	KL Distance:0.250
Locus ID:YP_0789	KL Distance:0.250
Locus ID:YP_2304	KL Distance:0.250
Locus ID:YP_1113	KL Distance:0.250
Locus ID:YP_1610	KL Distance:0.250
Locus ID:YP_0341	KL Distance:0.249
Locus ID:YP_0634	KL Distance:0.249
Locus ID:YP_2242	KL Distance:0.249
Locus ID:YP_0797	KL Distance:0.249
Locus ID:YP_2592	KL Distance:0.249
Locus ID:YP_0626	KL Distance:0.249
Locus ID:YP_1890	KL Distance:0.249
Locus ID:YP_3324	KL Distance:0.249
Locus ID:YP_1510	KL Distance:0.248
Locus ID:YP_0717	KL Distance:0.248
Locus ID:YP_0902	KL Distance:0.248
Locus ID:YP_3050	KL Distance:0.248
Locus ID:YP_2756	KL Distance:0.248
Locus ID:YP_0242	KL Distance:0.248
Locus ID:YP_0497	KL Distance:0.248
Locus ID:YP_2305	KL Distance:0.248
Locus ID:YP_0247	KL Distance:0.248
Locus ID:YP_3059	KL Distance:0.248
Locus ID:YP_0001	KL Distance:0.248
Locus ID:YP_0608	KL Distance:0.247
Locus ID:YP_0461	KL Distance:0.247
Locus ID:YP_2113	KL Distance:0.247
Locus ID:YP_1211	KL Distance:0.246
Locus ID:YP_3217	KL Distance:0.246
Locus ID:YP_2275	KL Distance:0.246
Locus ID:YP_3478	KL Distance:0.246
Locus ID:YP_0211	KL Distance:0.246
Locus ID:YP_1492	KL Distance:0.246
Locus ID:YP_0236	KL Distance:0.246
Locus ID:YP_1660	KL Distance:0.246
Locus ID:YP_0032	KL Distance:0.245
Locus ID:YP_0086	KL Distance:0.245
Locus ID:YP_0250	KL Distance:0.245
Locus ID:YP_0402	KL Distance:0.245
Locus ID:YP_0444	KL Distance:0.245
Locus ID:YP_0546	KL Distance:0.245
Locus ID:YP_0650	KL Distance:0.245
Locus ID:YP_0872	KL Distance:0.245
Locus ID:YP_1072	KL Distance:0.245
Locus ID:YP_1165	KL Distance:0.245
Locus ID:YP_1341	KL Distance:0.245
Locus ID:YP_1641	KL Distance:0.245
Locus ID:YP_1717	KL Distance:0.245
Locus ID:YP_1822	KL Distance:0.245
Locus ID:YP_1928	KL Distance:0.245
Locus ID:YP_2095	KL Distance:0.245
Locus ID:YP_2184	KL Distance:0.245
Locus ID:YP_2530	KL Distance:0.245
Locus ID:YP_2763	KL Distance:0.245
Locus ID:YP_2829	KL Distance:0.245
Locus ID:YP_2886	KL Distance:0.245
Locus ID:YP_3275	KL Distance:0.245
Locus ID:YP_3293	KL Distance:0.245
Locus ID:YP_3378	KL Distance:0.245
Locus ID:YP_3524	KL Distance:0.245
Locus ID:YP_3795	KL Distance:0.245
Locus ID:YP_1107	KL Distance:0.245
Locus ID:YP_3826	KL Distance:0.245
Locus ID:YP_1258	KL Distance:0.245
Locus ID:YP_1635	KL Distance:0.245
Locus ID:YP_2269	KL Distance:0.245
Locus ID:YP_4008	KL Distance:0.245
Locus ID:YP_3818	KL Distance:0.245
Locus ID:YP_1773	KL Distance:0.245
Locus ID:YP_0862	KL Distance:0.245
Locus ID:YP_2419	KL Distance:0.245
Locus ID:YP_1853	KL Distance:0.245
Locus ID:YP_1933	KL Distance:0.245
Locus ID:YP_1466	KL Distance:0.244
Locus ID:YP_0909	KL Distance:0.244
Locus ID:YP_0188	KL Distance:0.244
Locus ID:YP_3869	KL Distance:0.244
Locus ID:YP_2471	KL Distance:0.244
Locus ID:YP_3383	KL Distance:0.244
Locus ID:YP_3474	KL Distance:0.244
Locus ID:YP_2301	KL Distance:0.244
Locus ID:YP_1222	KL Distance:0.243
Locus ID:YP_0366	KL Distance:0.243
Locus ID:YP_0150	KL Distance:0.243
Locus ID:YP_3855	KL Distance:0.243
Locus ID:YP_3226	KL Distance:0.243
Locus ID:YP_2151	KL Distance:0.243
Locus ID:YP_0183	KL Distance:0.243
Locus ID:YP_1248	KL Distance:0.243
Locus ID:YP_2528	KL Distance:0.243
Locus ID:YP_0319	KL Distance:0.243
Locus ID:YP_0194	KL Distance:0.243
Locus ID:YP_2434	KL Distance:0.243
Locus ID:YP_1404	KL Distance:0.243
Locus ID:YP_1923	KL Distance:0.243
Locus ID:YP_2437	KL Distance:0.243
Locus ID:YP_1592	KL Distance:0.242
Locus ID:YP_1281	KL Distance:0.242
Locus ID:YP_1935	KL Distance:0.242
Locus ID:YP_1616	KL Distance:0.242
Locus ID:YP_3442	KL Distance:0.242
Locus ID:YP_0083	KL Distance:0.242
Locus ID:YP_0501	KL Distance:0.242
Locus ID:YP_0014	KL Distance:0.242
Locus ID:YP_3616	KL Distance:0.242
Locus ID:YP_1812	KL Distance:0.242
Locus ID:YP_1423	KL Distance:0.242
Locus ID:YP_2445	KL Distance:0.242
Locus ID:YP_0148	KL Distance:0.241
Locus ID:YP_0432	KL Distance:0.241
Locus ID:YP_3781	KL Distance:0.241
Locus ID:YP_0752	KL Distance:0.241
Locus ID:YP_2814	KL Distance:0.241
Locus ID:YP_2469	KL Distance:0.241
Locus ID:YP_2603	KL Distance:0.241
Locus ID:YP_1102	KL Distance:0.240
Locus ID:YP_2294	KL Distance:0.240
Locus ID:YP_0996	KL Distance:0.240
Locus ID:YP_3068	KL Distance:0.240
Locus ID:YP_1587	KL Distance:0.240
Locus ID:YP_3814	KL Distance:0.240
Locus ID:YP_3787	KL Distance:0.240
Locus ID:YP_3136	KL Distance:0.240
Locus ID:YP_0362	KL Distance:0.239
Locus ID:YP_0840	KL Distance:0.239
Locus ID:YP_1154	KL Distance:0.239
Locus ID:YP_1770	KL Distance:0.239
Locus ID:YP_2516	KL Distance:0.239
Locus ID:YP_1511	KL Distance:0.239
Locus ID:YP_1647	KL Distance:0.239
Locus ID:YP_0854	KL Distance:0.239
Locus ID:YP_2841	KL Distance:0.239
Locus ID:YP_1441	KL Distance:0.239
Locus ID:YP_2191	KL Distance:0.239
Locus ID:YP_2005	KL Distance:0.239
Locus ID:YP_1513	KL Distance:0.239
Locus ID:YP_3843	KL Distance:0.239
Locus ID:YP_0767	KL Distance:0.239
Locus ID:YP_0311	KL Distance:0.239
Locus ID:YP_1591	KL Distance:0.239
Locus ID:YP_1843	KL Distance:0.238
Locus ID:YP_3803	KL Distance:0.238
Locus ID:YP_0469	KL Distance:0.238
Locus ID:YP_3116	KL Distance:0.238
Locus ID:YP_2970	KL Distance:0.238
Locus ID:YP_1265	KL Distance:0.238
Locus ID:YP_1597	KL Distance:0.238
Locus ID:YP_3937	KL Distance:0.238
Locus ID:YP_3895	KL Distance:0.238
Locus ID:YP_1743	KL Distance:0.238
Locus ID:YP_2931	KL Distance:0.238
Locus ID:YP_2923	KL Distance:0.238
Locus ID:YP_1424	KL Distance:0.238
Locus ID:YP_2948	KL Distance:0.238
Locus ID:YP_2545	KL Distance:0.237
Locus ID:YP_2416	KL Distance:0.237
Locus ID:YP_3994	KL Distance:0.237
Locus ID:YP_0017	KL Distance:0.237
Locus ID:YP_3130	KL Distance:0.237
Locus ID:YP_3462	KL Distance:0.237
Locus ID:YP_1803	KL Distance:0.237
Locus ID:YP_3020	KL Distance:0.237
Locus ID:YP_1356	KL Distance:0.237
Locus ID:YP_3145	KL Distance:0.236
Locus ID:YP_2139	KL Distance:0.236
Locus ID:YP_0457	KL Distance:0.236
Locus ID:YP_0025	KL Distance:0.236
Locus ID:YP_2947	KL Distance:0.236
Locus ID:YP_3488	KL Distance:0.236
Locus ID:YP_1851	KL Distance:0.236
Locus ID:YP_2354	KL Distance:0.236
Locus ID:YP_1357	KL Distance:0.235
Locus ID:YP_2014	KL Distance:0.235
Locus ID:YP_3467	KL Distance:0.235
Locus ID:YP_3258	KL Distance:0.235
Locus ID:YP_0880	KL Distance:0.235
Locus ID:YP_1515	KL Distance:0.235
Locus ID:YP_3019	KL Distance:0.235
Locus ID:YP_1692	KL Distance:0.235
Locus ID:YP_3943	KL Distance:0.235
Locus ID:YP_1335	KL Distance:0.235
Locus ID:YP_2328	KL Distance:0.235
Locus ID:YP_3042	KL Distance:0.235
Locus ID:YP_0253	KL Distance:0.235
Locus ID:YP_1614	KL Distance:0.235
Locus ID:YP_3975	KL Distance:0.234
Locus ID:YP_1737	KL Distance:0.234
Locus ID:YP_1396	KL Distance:0.234
Locus ID:YP_3142	KL Distance:0.234
Locus ID:YP_1653	KL Distance:0.234
Locus ID:YP_1177	KL Distance:0.234
Locus ID:YP_2812	KL Distance:0.234
Locus ID:YP_2587	KL Distance:0.234
Locus ID:YP_2957	KL Distance:0.234
Locus ID:YP_0275	KL Distance:0.234
Locus ID:YP_0710	KL Distance:0.234
Locus ID:YP_1452	KL Distance:0.234
Locus ID:YP_2946	KL Distance:0.234
Locus ID:YP_3954	KL Distance:0.234
Locus ID:YP_0893	KL Distance:0.234
Locus ID:YP_3904	KL Distance:0.234
Locus ID:YP_1496	KL Distance:0.234
Locus ID:YP_3049	KL Distance:0.233
Locus ID:YP_3807	KL Distance:0.233
Locus ID:YP_0612	KL Distance:0.233
Locus ID:YP_2804	KL Distance:0.233
Locus ID:YP_0259	KL Distance:0.233
Locus ID:YP_1765	KL Distance:0.233
Locus ID:YP_1912	KL Distance:0.233
Locus ID:YP_2092	KL Distance:0.233
Locus ID:YP_1448	KL Distance:0.233
Locus ID:YP_0013	KL Distance:0.233
Locus ID:YP_1836	KL Distance:0.233
Locus ID:YP_4030	KL Distance:0.232
Locus ID:YP_4024	KL Distance:0.232
Locus ID:YP_0584	KL Distance:0.232
Locus ID:YP_0241	KL Distance:0.232
Locus ID:YP_0685	KL Distance:0.232
Locus ID:YP_0256	KL Distance:0.232
Locus ID:YP_0687	KL Distance:0.232
Locus ID:YP_0860	KL Distance:0.232
Locus ID:YP_2890	KL Distance:0.232
Locus ID:YP_2453	KL Distance:0.232
Locus ID:YP_0672	KL Distance:0.232
Locus ID:YP_0747	KL Distance:0.232
Locus ID:YP_1337	KL Distance:0.232
Locus ID:YP_2638	KL Distance:0.232
Locus ID:YP_0660	KL Distance:0.232
Locus ID:YP_3624	KL Distance:0.232
Locus ID:YP_3867	KL Distance:0.232
Locus ID:YP_2292	KL Distance:0.232
Locus ID:YP_0940	KL Distance:0.232
Locus ID:YP_2608	KL Distance:0.232
Locus ID:YP_0223	KL Distance:0.232
Locus ID:YP_3638	KL Distance:0.231
Locus ID:YP_1057	KL Distance:0.231
Locus ID:YP_0937	KL Distance:0.231
Locus ID:YP_0794	KL Distance:0.231
Locus ID:YP_0529	KL Distance:0.231
Locus ID:YP_0613	KL Distance:0.231
Locus ID:YP_2193	KL Distance:0.231
Locus ID:YP_3609	KL Distance:0.231
Locus ID:YP_1881	KL Distance:0.231
Locus ID:YP_3358	KL Distance:0.230
Locus ID:YP_2708	KL Distance:0.230
Locus ID:YP_3985	KL Distance:0.230
Locus ID:YP_0868	KL Distance:0.230
Locus ID:YP_2225	KL Distance:0.230
Locus ID:YP_1656	KL Distance:0.230
Locus ID:YP_0571	KL Distance:0.230
Locus ID:YP_0356	KL Distance:0.230
Locus ID:YP_3886	KL Distance:0.230
Locus ID:YP_4028	KL Distance:0.230
Locus ID:YP_1978	KL Distance:0.230
Locus ID:YP_2402	KL Distance:0.230
Locus ID:YP_3455	KL Distance:0.230
Locus ID:YP_0999	KL Distance:0.230
Locus ID:YP_2933	KL Distance:0.230
Locus ID:YP_2493	KL Distance:0.230
Locus ID:YP_2889	KL Distance:0.229
Locus ID:YP_0040	KL Distance:0.229
Locus ID:YP_1499	KL Distance:0.229
Locus ID:YP_1339	KL Distance:0.229
Locus ID:YP_2919	KL Distance:0.229
Locus ID:YP_3429	KL Distance:0.229
Locus ID:YP_0508	KL Distance:0.229
Locus ID:YP_2172	KL Distance:0.229
Locus ID:YP_2375	KL Distance:0.229
Locus ID:YP_0919	KL Distance:0.229
Locus ID:YP_2585	KL Distance:0.229
Locus ID:YP_0730	KL Distance:0.229
Locus ID:YP_0272	KL Distance:0.228
Locus ID:YP_2759	KL Distance:0.228
Locus ID:YP_1818	KL Distance:0.228
Locus ID:YP_2355	KL Distance:0.228
Locus ID:YP_2554	KL Distance:0.228
Locus ID:YP_3670	KL Distance:0.228
Locus ID:YP_3463	KL Distance:0.228
Locus ID:YP_2794	KL Distance:0.228
Locus ID:YP_1771	KL Distance:0.228
Locus ID:YP_0334	KL Distance:0.228
Locus ID:YP_0669	KL Distance:0.228
Locus ID:YP_3597	KL Distance:0.228
Locus ID:YP_3100	KL Distance:0.228
Locus ID:YP_0989	KL Distance:0.228
Locus ID:YP_1358	KL Distance:0.228
Locus ID:YP_2475	KL Distance:0.228
Locus ID:YP_2616	KL Distance:0.228
Locus ID:YP_2630	KL Distance:0.228
Locus ID:YP_2373	KL Distance:0.228
Locus ID:YP_0907	KL Distance:0.227
Locus ID:YP_2099	KL Distance:0.227
Locus ID:YP_3079	KL Distance:0.227
Locus ID:YP_2066	KL Distance:0.227
Locus ID:YP_1226	KL Distance:0.227
Locus ID:YP_2902	KL Distance:0.227
Locus ID:YP_1600	KL Distance:0.227
Locus ID:YP_1572	KL Distance:0.227
Locus ID:YP_0299	KL Distance:0.227
Locus ID:YP_0149	KL Distance:0.227
Locus ID:YP_1264	KL Distance:0.226
Locus ID:YP_1117	KL Distance:0.226
Locus ID:YP_0504	KL Distance:0.226
Locus ID:YP_1351	KL Distance:0.226
Locus ID:YP_3805	KL Distance:0.226
Locus ID:YP_3127	KL Distance:0.226
Locus ID:YP_0439	KL Distance:0.226
Locus ID:YP_0165	KL Distance:0.226
Locus ID:YP_1955	KL Distance:0.226
Locus ID:YP_3775	KL Distance:0.226
Locus ID:YP_1759	KL Distance:0.226
Locus ID:YP_2770	KL Distance:0.226
Locus ID:YP_0701	KL Distance:0.226
Locus ID:YP_1498	KL Distance:0.226
Locus ID:YP_1638	KL Distance:0.226
Locus ID:YP_2463	KL Distance:0.226
Locus ID:YP_3853	KL Distance:0.226
Locus ID:YP_1002	KL Distance:0.225
Locus ID:YP_1825	KL Distance:0.225
Locus ID:YP_0466	KL Distance:0.225
Locus ID:YP_3850	KL Distance:0.225
Locus ID:YP_0208	KL Distance:0.225
Locus ID:YP_0851	KL Distance:0.225
Locus ID:YP_1585	KL Distance:0.225
Locus ID:YP_2483	KL Distance:0.225
Locus ID:YP_4023	KL Distance:0.225
Locus ID:YP_1671	KL Distance:0.225
Locus ID:YP_2429	KL Distance:0.225
Locus ID:YP_3272	KL Distance:0.225
Locus ID:YP_2837	KL Distance:0.225
Locus ID:YP_1650	KL Distance:0.224
Locus ID:YP_0839	KL Distance:0.224
Locus ID:YP_1223	KL Distance:0.224
Locus ID:YP_2618	KL Distance:0.224
Locus ID:YP_0002	KL Distance:0.224
Locus ID:YP_3494	KL Distance:0.224
Locus ID:YP_2062	KL Distance:0.224
Locus ID:YP_0331	KL Distance:0.224
Locus ID:YP_2757	KL Distance:0.224
Locus ID:YP_0925	KL Distance:0.224
Locus ID:YP_2480	KL Distance:0.224
Locus ID:YP_1649	KL Distance:0.223
Locus ID:YP_0842	KL Distance:0.223
Locus ID:YP_0254	KL Distance:0.223
Locus ID:YP_0947	KL Distance:0.223
Locus ID:YP_3468	KL Distance:0.223
Locus ID:YP_3016	KL Distance:0.223
Locus ID:YP_1195	KL Distance:0.223
